JO058SP03HYWTH,JOHNSON TF20,C01,U,00003,129900
GR047SP208AFTH,GRANDLITE 2in1 GS-B8209-1,C01,U,00003,21900
GS048SP809AETH,Gsports GH-601,C01,U,00009,759
GS048SP799AETH,Gsports 62558,C01,M,00003,450
	XX000SP03SO9TH,"360FITNESS TANK ATX426 26"" ",C02,U,00056,17900
	FF154SP110ADTH,FIT2FIRM JTS615,C02,U,00093,25900
FF154SP105ADTH,FIT2FIRM Spin Bike,C02,U,00003,29900
	TI123SP03HYLTH,TIGER ที่สูบยางมีหม้อพัก,C02,U,00003,390
FC144AP663ABTH,FCB FW17M001JKT,C03,M,00005,2290
KE063AP034VXTH,KELA SPORT Air Force JKT2016,C03,M,00005,690
NI083AP895AATH,NIKE เสื้อแจ็คเก็ตสโมสรบาร์เซโลน่า 868928-620 ,C03,M,00008,3300
NI083SH470ADTH,NIKE Dry Miler GX 2,C04,F,00039,1000
UN127AP139ADTH,UA Threadborne Streaker,C04,M,00006,1590
NI083AP031AATH,Nike Dry Miler,C04,F,00003,1200
NI083SH493ADTH,NIKE Dry Miler GX 2,C04,F,00009,1000
FI039AP981ABTH,FILA FLPMTKM FW17 11,C04,M,00146,490
UN127AP144ADTH,UA Fly-By Capris,C04,F,00043,1990
UN127AP140ADTH,UA Launch SW 7,C04,M,00003,1690
AD001AP692ACTH,ADIDAS M10 Woven,C04,F,00003,1400
NI083AP430ABTH,Nike FLEX CHALLENGER,C04,M,00006,1200
NI083AP872ADTH,NIKE 10K 2 IN 1,C04,F,00003,1000
PI093AP03UYSTH,PING Lincoln,C05,M,00008,1490
PI093AP03UYWTH,PING Drake,C05,M,00007,2390
PI093AP03UYNTH,PING Lincoln,C05,M,00005,1490
LF068AP158AETH,LFC Retro 2005 Istanbul,C06,M,00008,1990
WA133AP260AFTH,WARRIX เสื้อทีมชาติไทย 2018 ชุดเหย้า,C06,M,00006,990
AD001AP397ABTH,ADIDAS เสื้อฟุตบอลทีมชาติเยอรมนี BR7843,C06,M,00049,2800
PU097AP03TAQTH,PUMA เสื้อแข่งผู้ชายสโมสรอาร์เซนอล 2017/2018,C06,M,00094,2799
AD001AP456ACTH,ADIDAS Squadra 17,C06,M,00004,650
AD001AP03GCVTH,ADIDAS Squadra 17,C06,M,00003,650
BI145AP729ACTH,BILLABONG EASY DAZE VOLLEY BOARDSHORT,C07,F,00013,1590
BI145SH260AETH,BILLABONG Dream Song,C08,F,00013,1990
BI145AP731ACTH,BILLABONG Easy Daze Tri,C08,F,00013,1390
BI145AP730ACTH,BB EASY DAZE TIE TROPIC BIKINI ,C08,F,00013,1390
AD001AP756ADTH,ADIDAS Response,C09,M,00003,900
AD001SH514ACTH,ADIDAS ADISOCK 18 CF3575,C10,U,00049,400
AD001SH523ACTH,ADIDAS Predator League,C11,M,00045,2300
UM126AC002ABTH,UMBRO Neo Pro Rollfinger 20881U-FBR,C11,M,00077,3590
FO041SP03UY1TH,FOOTJOY Spectrum MLH 60075,C11,U,00006,760
FO041SP03UY2TH,FOOTJOY Spectrum MLH 60164-A23A,C11,U,00011,760
FO041SP03UY3TH,FOOTJOY Spectrum MLH 60048-A22A ,C11,U,00008,760
WI134SP796AETH,WILSON Ultra 100L,C12,U,00006,8900
WI134SP794AETH,WILSON Pro Staff,C12,U,00003,10500
WI134SP03FESTH,WILSON U.S. Open WRT106200,C12,U,00041,159
WI134SP03R8PTH,WILSON Starter Orange WRT137200,C12,U,00011,590
WI134SP766ABTH,WILSON Starter,C12,U,00008,4500
YO136SP036FQTH,YONEX MV350,C13,U,00004,345
MA073AC0167ATH,MAGNUM Service,C13,U,00010,80
YO136SP02RF1TH,YONEX Arcsaber Nereus,C13,U,00006,1170
VI128SP036MMTH,VICTOR TRS K ONIGIRI,C13,U,00003,5184
VI128SP036N5TH,VICTOR METEOR X 5600,C13,U,00005,1824
CA014SP02QLKTH,CALLAWAY XR Driver PRO 9.0 S,C14,U,00003,9900
SR113SP0363BTH,SRIXON Distance 8,C14,U,00004,680
TI124SP00SIBTH,TITLEIST T8022S-NP,C14,U,00004,1075
TA118SP02XXZTH,TAYLORMADE Tour Preferred X B13219,C14,U,00004,2072
TI124SP02OY7TH,TITLEIST DT TruSoft T6032S-NP,C14,U,00004,1000
	PR096SP03HNITH,PROMARK 2 WAY 0318E,C15,U,00003,990
	PR096SP01MHPTH,PROMARK Owl,C15,U,00004,990
	AD001SH944ADTH,ADIDAS Adilette Cloudfoam Plus Stripes Slides,C16,M,00003,1300
	AD001SH03SOITH,ADIDAS Adilette CF BA7792,C16,M,00042,1290
	CR024SH02D66TH,CROCS Swiftwater Sandal,C16,M,00003,2590
	CR024SH031YQTH,CROCS Meleen Twist Sandal,C16,W,00003,1490
	TH122SH03TA9TH,THE NORTH FACE Ultra Fastpack II Boa GTX NF0A2VV8RFC0,C17,M,00006,6950
TH122SH03GEYTH,THE NORTH FACE Ultra Fastpack II GTX NF00CCE2ZU5 ,C17,M,00003,6950
	TH122SH03GF0TH,THE NORTH FACE Storm EVO NF00CLW3NKQ,C17,M,00039,6250
SA103SH03D1STH,SALOMON X Ultra 2 W L3792880,C17,W,00006,4950
AD001SH556ADTH,ADIDAS Barricade Court,C18,W,00004,2300
YO136SH03T64TH,YONEX Power Cushion SHB-55,C19,M,00041,2800
YO136SH03T65TH,YONEX Power Cushion SHB-55,C19,M,00006,2800
YO136SH03JJZTH,YONEX Power Cushion 35 SHB-35LEX,C19,W,00057,1760
YO136SH03JK1TH,YONEX Power Cushion 35 SHB-35EX,C19,M,00008,1760
AD001SH972ACTH,ADIDAS X Tango 17.3 TF,C20,M,00053,3000
UM126SH160ADTH,UMBRO Futsal Street V ,C20,M,00051,1390
AD001SH965ACTH,ADIDAS Nemeziz Tango 17.3 TF,C20,M,00008,3200
PA092SH028PTTH,PAN Super Star PF14F4,C20,M,00077,890
NE081SH302AETH,NIKE Mercurial VaporX 12 Academy TF ,C20,M,00126,3100
AD001SH793ABTH,ADIDAS X Tango 17.3 TF,C20,M,00015,3000
NI083SH896AFTH,NIKE Hypervenom Phantom III Academy FG,C21,M,00036,3100
NE081SH299AETH,NIKE Mercurial Vapor 12 Academy MG ,C21,M,00126,3100
AD001SH777AFTH,ADIDAS Predator 18.3 Firm Ground ,C21,M,00006,3200
UM126SH215ADTH,UMBRO Speciali Eternal Team HG ,C21,M,00040,3790
UM126SH03SPTTH,Speciali Eternal Premier TF,C21,M,00038,2790
NI083SH034ADTH,NIKE Mercurial Victory DFG,C21,M,00006,3500
FI039SH154AFTH,FILA Min,C22,F,00096,1590
FI039SH155AFTH,FILA Min,C22,F,00009,1590
NE081SH213ADTH,NEW BALANCE Fresh Foam Arishi MARISCA1 2E FIT RUN,C23,M,00067,2250
NI083SH304ADTH,NIKE Star Runner (GS),C23,F,00065,1800
SK108SH356AETH,SKECHERS GOrun Ride 7,C23,M,00038,3695
AD001SH959ADTH,ADIDAS Galaxy 4,C23,M,00003,2000
	NI083SH127ABTH,NIKE  Free Run Flyknit 880844-001,C23,F,00038,5000
NB081SH780ACTH,NEW BALANCE Fresh Foam Lazr Sport,C23,M,00003,3750
NI083SH681AETH,NIKE Air Max Fury,C23,F,00009,4600
	SA103SH03L36TH,SALOMON Speedcross 3 GTX L38156400,C23,F,00041,6950
AD001SH571ADTH,ADIDAS Terrex Climacool Jawpaw Slip-On,C23,M,00006,2000
NB081SH870ACTH,NEW BALANCE Fresh Foam Zante v4 ,C23,M,00062,4590
PI093AC03UYKTH,PING Tour Lite 164 33406-105,C24,M,00003,720
	DC026AC996ABTH,DC SHOES Boxcloud ADYHA03463,C24,M,00007,1250
	DC026AC998ABTH,DC SHOES Filth ADYHA03419,C24,M,00003,1150
DC026AC995ABTH,DC SHOES Workstill ADYHA03438,C24,M,00041,950
DC026AC001ACTH,DC SHOES Heard Ya ADYHA03389,C24,M,00003,1250
NI083AC276ADTH,NIKE All Access Soleday ,C25,U,00006,1600
AD001SH964ADTH,ADIDAS UCL Finale Kiev Training Ball ,C25,U,00055,1200
AD001SH528ACTH,ADIDAS World Cup Glide,C25,U,00093,800
FI039AP113ABTH,UMBRO Neo Trainer 20877U-FCY,C25,U,00118,590
AD001SH520ACTH,ADIDAS Ghost Pro,C25,M,00045,900
LF068AC593ABTH,LFC A7018-CU,C25,U,00006,690
AD001SP888ADTH,ADIDAS Convertible 3-Stripes Duffel,C25,U,00006,1500
AD001SP883ADTH,ADIDAS Daily XL,C25,U,00039,1300
	AD001AP703ACTH,ADIDAS 3-Stripes,C25,U,00003,1500
	AD001AC03ROITH,ADIDAS ATHL ID BR1576,C25,U,00038,1900
AD001AC03ROLTH,DIDAS Power IV M BR5864,C25,U,00038,1390
	AD001AP714ACTH,ADIDAS G BP Flap,C25,U,00005,1390
ProductID,Product_Name,CategoryID,Gender,ColorID,Price